,movielens_Id,genre,imdbId,tmdbId,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoConsensus,tomatoUserRating,tomatoImage,DVD,Production,tomatoFresh,Website,tomatoRotten,tomatoUserReviews,tomatoUserMeter,BoxOffice,tomatoReviews,tomatoURL,sentiment_polarity
3539,102407,Drama,1343092,64682.0,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",PG-13,True,English,The Great Gatsby,"Australia, USA","Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)",55.0,7.3,Baz Luhrmann,10 May 2013,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley",2013,"Drama, Romance",Won 2 Oscars. Another 44 wins &amp; 74 nominations.,143 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,"370,449",tt1343092,48.0,5.8,While certainly ambitious -- and every bit as visually dazzling as one might expect -- Baz Luhrmann's The Great Gatsby emphasizes visual splendor at the expense of its source material's vibrant heart.,3.7,rotten,27 Aug 2013,Warner Bros. Pictures,127,http://thegreatgatsby.warnerbros.com/,137,208490,67.0,"$144,812,796.00",264,http://www.rottentomatoes.com/m/the_great_gatsby_2013/,0.393333333333
3540,102445,Action|Adventure|Sci-Fi|IMAX,1408101,54138.0,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",PG-13,True,"English, Klingon",Star Trek Into Darkness,USA,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",72.0,7.8,J.J. Abrams,16 May 2013,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins &amp; 46 nominations.,132 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,"403,676",tt1408101,86.0,7.5,"Visually spectacular and suitably action packed, Star Trek Into Darkness is a rock-solid installment in the venerable sci-fi franchise, even if it's not as fresh as its predecessor.",4.2,certified,10 Sep 2013,Paramount,228,http://www.startrekmovie.com/,37,311048,90.0,"$228,756,232.00",265,http://www.rottentomatoes.com/m/star_trek_into_darkness/,0.333333333333
3541,102481,Comedy,2234155,116741.0,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",PG-13,True,"English, Tagalog, Cantonese, Mandarin, Spanish",The Internship,USA,"Vince Vaughn (screenplay), Jared Stern (screenplay), Vince Vaughn (story)",42.0,6.3,Shawn Levy,07 Jun 2013,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",2013,Comedy,1 nomination.,119 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,"161,778",tt2234155,35.0,4.9,The Internship weighs down Vince Vaughn and Owen Wilson's comic charisma with a formulaic script and padded running time that leans heavily on its stars' easygoing interplay.,3.3,rotten,22 Oct 2013,20th Century Fox,56,http://www.theinternshipmovie.com/,104,87082,51.0,"$44,400,000.00",160,http://www.rottentomatoes.com/m/the_internship_2013/,-0.0263888888889
3542,102684,Drama|Thriller,1602613,77987.0,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",R,True,"English, Thai",Only God Forgives,"Denmark, France, USA, Sweden",Nicolas Winding Refn,37.0,5.7,Nicolas Winding Refn,22 May 2013,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown",2013,"Crime, Drama",12 wins &amp; 20 nominations.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX300.jpg,"85,569",tt1602613,41.0,5.2,"Director Refn remains as visually stylish as ever, but Only God Forgives fails to add enough narrative smarts or relatable characters to ground its beautifully filmed depravity.",2.8,rotten,22 Oct 2013,Radius-TWC,62,https://www.facebook.com/onlygodforgivesfilm,91,25879,37.0,"$700,000.00",153,http://www.rottentomatoes.com/m/only_god_forgives_2013/,0.17
3543,102686,Comedy,1951261,109439.0,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the lam.",R,True,English,The Hangover Part III,USA,"Todd Phillips, Craig Mazin, Jon Lucas (characters), Scott Moore (characters)",30.0,5.9,Todd Phillips,23 May 2013,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",2013,"Comedy, Crime",2 wins &amp; 6 nominations.,100 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_SX300.jpg,"229,183",tt1951261,20.0,4.1,"Less a comedy than an angrily dark action thriller, The Hangover Part III diverges from the series' rote formula but offers nothing compelling in its place.",3.1,rotten,08 Oct 2013,Warner Bros. Pictures,39,http://www.hangoverpart3.com/,154,165287,44.0,"$112,200,000.00",193,http://www.rottentomatoes.com/m/the_hangover_part_iii/,0.0366666666667
3544,102716,Action|Crime|Thriller|IMAX,1905041,82992.0,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",PG-13,True,"English, Russian, Spanish, Indonesian, Danish, Cantonese",Fast &amp; Furious 6,USA,"Chris Morgan, Gary Scott Thompson (characters)",61.0,7.1,Justin Lin,24 May 2013,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",2013,"Action, Crime, Thriller",8 wins &amp; 21 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,"305,484",tt1905041,69.0,6.2,"With high-octane humor and terrific action scenes, Fast &amp; Furious 6 builds upon the winning blockbuster formula that made Fast 5 a critical and commercial success.",4.1,fresh,10 Dec 2013,Universal Pictures,134,http://www.thefastandthefurious.com/,60,342354,83.0,"$238,700,000.00",194,http://www.rottentomatoes.com/m/fast_and_furious_6/,0.1625
3545,102720,Adventure|Animation|Fantasy,848537,116711.0,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,PG,True,English,Epic,USA,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (Leafmen characters from book ""The Leaf Men and the Brave Good Bugs"")",52.0,6.7,Chris Wedge,24 May 2013,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",2013,"Animation, Adventure, Family",2 wins &amp; 21 nominations.,102 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,"86,952",tt0848537,64.0,5.9,"Though its narrative themes are all too familiar, Epic is beautifully animated and crafted with just enough flair to make for solid family entertainment.",3.7,fresh,20 Sep 2013,Twentieth Century Fox,76,http://www.epicthemovie.com/,43,101698,65.0,"$107,515,297.00",119,http://www.rottentomatoes.com/m/epic_2013/,0.265
3547,102880,Action|Adventure|Sci-Fi|IMAX,1815862,82700.0,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",PG-13,True,English,After Earth,USA,"Gary Whitta (screenplay), M. Night Shyamalan (screenplay), Will Smith (story)",33.0,4.9,M. Night Shyamalan,31 May 2013,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",2013,"Action, Adventure, Sci-Fi",3 wins &amp; 7 nominations.,100 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,"160,799",tt1815862,11.0,3.9,"After Earth is a dull, ploddingly paced exercise in sentimental sci-fi -- and the latest setback for director M. Night Shyamalan's once-promising career.",2.8,rotten,08 Oct 2013,Sony Pictures,21,http://afterearth.com/,170,121334,36.0,"$60,522,097.00",191,http://www.rottentomatoes.com/m/after_earth/,-0.0138888888889
3548,102903,Crime|Mystery|Thriller,1670345,75656.0,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,PG-13,True,"English, French",Now You See Me,"USA, France","Ed Solomon (screenplay), Boaz Yakin (screenplay), Edward Ricourt (screenplay), Boaz Yakin (story), Edward Ricourt (story)",50.0,7.3,Louis Leterrier,31 May 2013,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher",2013,"Crime, Mystery, Thriller",1 win &amp; 3 nominations.,115 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,"469,033",tt1670345,49.0,5.7,Now You See Me's thinly sketched characters and scattered plot rely on sleight of hand from the director to distract audiences.,3.7,rotten,03 Sep 2013,Lionsgate Films,75,http://nowyouseememovie.com/,77,177770,70.0,"$117,698,894.00",152,http://www.rottentomatoes.com/m/now_you_see_me/,-0.4
3549,102905,Drama,1426329,77805.0,"The story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",R,True,English,Lovelace,USA,Andy Bellin,51.0,6.2,"Rob Epstein, Jeffrey Friedman",08 Aug 2013,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick",2013,"Biography, Drama",1 win &amp; 3 nominations.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BOTM0Mzc2MjgyN15BMl5BanBnXkFtZTcwOTIzNDQ4OQ@@._V1_SX300.jpg,"31,377",tt1426329,53.0,5.7,"Amanda Seyfried and Peter Sarsgaard do their best with the material, but Lovelace lacks enough depth and conviction to truly do its fascinating subject justice.",3.0,rotten,05 Nov 2013,Radius-TWC,64,http://www.thelovelacemovie.com/,56,14196,36.0,"$300,000.00",120,http://www.rottentomatoes.com/m/lovelace/,0.383333333333
3550,102993,Comedy|Drama,1727388,147773.0,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",PG-13,True,English,The Way Way Back,USA,"Nat Faxon, Jim Rash",68.0,7.4,"Nat Faxon, Jim Rash",26 Jul 2013,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",2013,"Comedy, Drama",5 wins &amp; 30 nominations.,103 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX300.jpg,"117,744",tt1727388,85.0,7.3,"Despite its familiar themes, The Way Way Back makes use of its talented cast, finely tuned script, and an abundance of charm to deliver a funny and satisfying coming-of-age story.",4.0,certified,22 Oct 2013,Fox Searchlight,145,http://www.foxsearchlight.com/thewaywayback/,26,55029,84.0,"$21,501,098.00",171,http://www.rottentomatoes.com/m/the_way_way_back/,0.373611111111
3551,103042,Action|Adventure|Fantasy|Sci-Fi|IMAX,770828,49521.0,"Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction.",PG-13,True,English,Man of Steel,"USA, Canada, UK","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",55.0,7.1,Zack Snyder,14 Jun 2013,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",2013,"Action, Adventure, Fantasy",7 wins &amp; 42 nominations.,143 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg,"560,710",tt0770828,55.0,6.2,Man of Steel's exhilarating action and spectacle can't fully overcome its detours into generic blockbuster territory.,3.9,rotten,12 Nov 2013,Warner Bros. Pictures,167,http://manofsteel.warnerbros.com,134,443308,75.0,"$291,021,565.00",301,http://www.rottentomatoes.com/m/superman_man_of_steel/,0.266666666667
3552,103048,Comedy,2179116,156700.0,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",R,True,English,The Kings of Summer,USA,Chris Galletta,61.0,7.2,Jordan Vogt-Roberts,23 Aug 2013,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",2013,"Adventure, Comedy, Drama",3 wins &amp; 6 nominations.,95 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODA1NTI0MV5BMl5BanBnXkFtZTcwOTE4OTUzOQ@@._V1_SX300.jpg,"62,429",tt2179116,76.0,6.9,"Thanks to charming performances and endearingly off-kilter spirit, The Kings of Summer proves to be a slight, sweet entry in the crowded coming-of-age genre.",3.8,certified,24 Sep 2013,CBS Films,84,http://www.thekingsofsummermovie.com/,27,22032,77.0,"$1,300,000.00",111,http://www.rottentomatoes.com/m/the_kings_of_summer/,0.313888888889
3553,103055,Comedy,1931435,87567.0,A long-divorced couple fakes being married as their family unites for a wedding.,R,True,"English, Spanish, Latin",The Big Wedding,USA,"Justin Zackham (screenplay), Jean-Stéphane Bron (motion picture ""Mon frère se marie""), Karine Sudan (motion picture ""Mon frère se marie"")",28.0,5.6,Justin Zackham,26 Apr 2013,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",2013,Comedy,2 nominations.,89 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODUwMjg2Ml5BMl5BanBnXkFtZTcwMTc2NzkxOA@@._V1_SX300.jpg,"38,299",tt1931435,7.0,2.8,"The Big Wedding's all-star cast is stranded in a contrived, strained plot that features broad stabs at humor but few laughs.",3.0,rotten,13 Aug 2013,Lionsgate Films,7,http://www.facebook.com/TheBigWeddingMovie,94,30019,41.0,"$21,500,000.00",101,http://www.rottentomatoes.com/m/the_big_wedding_2013/,-0.159375
3554,103075,Crime|Horror|Thriller,2184339,158015.0,"In the future, a wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legalized.",R,True,English,The Purge,"USA, France",James DeMonaco,41.0,5.7,James DeMonaco,07 Jun 2013,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",2013,"Horror, Sci-Fi, Thriller",1 win &amp; 6 nominations.,85 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_SX300.jpg,"147,040",tt2184339,37.0,5.1,"Half social allegory, half home-invasion thriller, The Purge attempts to make an intelligent point, but ultimately devolves into numbing violence and tired clichés.",2.9,rotten,08 Oct 2013,Universal Pictures,52,http://www.facebook.com/thepurgemovie,88,95556,36.0,"$64,400,000.00",140,http://www.rottentomatoes.com/m/the_purge/,0.0166666666667
3556,103137,Crime|Drama,2132285,96936.0,"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",R,True,English,The Bling Ring,"USA, UK, France, Germany, Japan","Sofia Coppola, Nancy Jo Sales (based on the Vanity Fair article ""The Suspect Wore Louboutins"" by)",66.0,5.6,Sofia Coppola,21 Jun 2013,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",2013,"Biography, Crime, Drama",4 wins &amp; 6 nominations.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTgwMzQxN15BMl5BanBnXkFtZTcwOTcwNTY0OQ@@._V1_SX300.jpg,"68,628",tt2132285,60.0,6.3,"While it's certainly timely and beautifully filmed, The Bling Ring suffers from director Sofia Coppola's failure to delve beneath the surface of its shallow protagonists' real-life crimes.",2.8,fresh,17 Sep 2013,A24 Films,112,http://www.theblingring.com/,74,31331,33.0,"$5,500,000.00",186,http://www.rottentomatoes.com/m/the_bling_ring_2013/,-0.0371428571429
3557,103141,Adventure|Animation|Comedy,1453405,62211.0,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,G,True,English,Monsters University,USA,"Dan Scanlon (story by), Daniel Gerson (story by), Robert L. Baird (story by), Daniel Gerson (screenplay), Robert L. Baird (screenplay), Dan Scanlon (screenplay)",65.0,7.3,Dan Scanlon,21 Jun 2013,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",2013,"Animation, Adventure, Comedy",Nominated for 1 BAFTA Film Award. Another 9 wins &amp; 54 nominations.,104 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg,"240,364",tt1453405,78.0,6.8,"Offering Monsters, Inc. fans a return visit with beloved characters, Monsters University delivers funny and thoughtful family entertainment for viewers of any age.",4.0,certified,29 Oct 2013,Walt Disney Pictures,148,http://www.disney.com/MonstersUniversity,41,304210,81.0,"$260,300,000.00",189,http://www.rottentomatoes.com/m/monsters_university/,0.45
3558,103228,Action|Adventure|Sci-Fi|IMAX,1663662,68726.0,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",PG-13,True,"English, Japanese, Cantonese, Mandarin",Pacific Rim,USA,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)",64.0,7.0,Guillermo del Toro,12 Jul 2013,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",2013,"Action, Adventure, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 5 wins &amp; 42 nominations.,131 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,"388,253",tt1663662,71.0,6.6,"It may sport more style than substance, but Pacific Rim is a solid modern creature feature bolstered by fantastical imagery and an irresistible sense of fun.",3.9,fresh,15 Oct 2013,Warner Bros. Pictures,188,http://pacificrimmovie.com,76,191975,77.0,"$101,785,482.00",264,http://www.rottentomatoes.com/m/pacific_rim_2013/,0.25
